CID,#PrimaryAssays,AssayPromiscuity_Primary,APP %,TargetPromiscuity_Primary,TPP %,#ConfirmatoryAssays,AssayPromiscuity_Confirmatory,APC %,TargetPromiscuity_Confirmatory,TPC %,PhenolCount,[ PercentRanks (PR's) follow ]  ------>,PR APP,PR TPP,PR APC,PR TPC
78192,338,0,0.00%,0,0.00%,85,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
78723,346,4,1.20%,2,0.60%,87,1,1.10%,1,1.10%,0,,68.9%,62.4%,57.9%,58.9%
78784,201,3,1.50%,2,1.00%,55,0,0.00%,0,0.00%,0,,73.6%,74.9%,0.0%,0.0%
78793,375,2,0.50%,1,0.30%,105,0,0.00%,0,0.00%,0,,47.3%,40.9%,0.0%,0.0%
79413,343,11,3.20%,6,1.70%,89,8,9.00%,8,9.00%,0,,87.1%,85.1%,90.9%,92.9%
79420,199,1,0.50%,1,0.50%,56,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
79442,209,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
79529,196,3,1.50%,2,1.00%,57,1,1.80%,1,1.80%,0,,73.6%,74.9%,64.9%,66.4%
80060,456,3,0.70%,2,0.40%,106,2,1.90%,2,1.90%,0,,56.1%,48.4%,66.4%,68.0%
80175,196,1,0.50%,1,0.50%,55,4,7.30%,4,7.30%,0,,47.3%,56.4%,88.3%,90.4%
80609,436,1,0.20%,1,0.20%,107,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
80634,519,2,0.40%,1,0.20%,122,1,0.80%,1,0.80%,0,,40.7%,32.4%,49.7%,49.9%
81357,198,1,0.50%,1,0.50%,54,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
81543,468,2,0.40%,1,0.20%,111,1,0.90%,1,0.90%,0,,40.7%,32.4%,51.8%,52.1%
81580,200,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
81994,517,0,0.00%,0,0.00%,126,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
82011,247,7,2.80%,4,1.60%,70,3,4.30%,2,2.90%,0,,85.3%,84.0%,81.2%,76.8%
82567,338,1,0.30%,1,0.30%,100,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
83107,197,11,5.60%,9,4.60%,40,6,15.00%,5,12.50%,0,,94.1%,95.7%,95.5%,95.8%
83235,446,6,1.30%,4,0.90%,111,1,0.90%,1,0.90%,0,,70.6%,72.2%,51.8%,52.1%
84298,277,2,0.70%,1,0.40%,77,0,0.00%,0,0.00%,0,,56.1%,48.4%,0.0%,0.0%
84754,187,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
85659,420,2,0.50%,0,0.00%,108,0,0.00%,0,0.00%,0,,47.3%,0.0%,0.0%,0.0%
86472,303,1,0.30%,1,0.30%,119,1,0.80%,1,0.80%,0,,34.4%,40.9%,49.7%,49.9%
86515,541,0,0.00%,0,0.00%,121,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
86860,336,7,2.10%,7,2.10%,105,11,10.50%,11,10.50%,0,,80.4%,88.4%,92.5%,94.4%
87247,426,7,1.60%,3,0.70%,105,1,1.00%,1,1.00%,0,,75.5%,66.9%,55.5%,56.1%
87596,339,2,0.60%,1,0.30%,90,3,3.30%,2,2.20%,0,,52.6%,40.9%,76.5%,72.9%
88060,484,0,0.00%,0,0.00%,111,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
88708,300,2,0.70%,1,0.30%,75,0,0.00%,0,0.00%,0,,56.1%,40.9%,0.0%,0.0%
88881,434,17,3.90%,9,2.10%,101,5,5.00%,5,5.00%,0,,90.5%,88.4%,83.5%,85.6%
89262,196,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
89527,197,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
90531,487,1,0.20%,0,0.00%,135,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
91332,510,3,0.60%,2,0.40%,127,1,0.80%,1,0.80%,0,,52.6%,48.4%,49.7%,49.9%
91438,336,0,0.00%,0,0.00%,84,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
91451,532,0,0.00%,0,0.00%,115,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
91458,261,1,0.40%,0,0.00%,70,0,0.00%,0,0.00%,0,,40.7%,0.0%,0.0%,0.0%
91474,319,0,0.00%,0,0.00%,72,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
91668,306,1,0.30%,1,0.30%,73,1,1.40%,1,1.40%,0,,34.4%,40.9%,61.6%,62.9%
92123,86,0,0.00%,0,0.00%,67,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
92135,287,0,0.00%,0,0.00%,72,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
92201,445,1,0.20%,1,0.20%,109,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
92730,559,1,0.20%,1,0.20%,113,1,0.90%,1,0.90%,0,,27.4%,32.4%,51.8%,52.1%
92824,471,0,0.00%,0,0.00%,112,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
92827,570,6,1.10%,6,1.10%,111,0,0.00%,0,0.00%,0,,66.2%,76.9%,0.0%,0.0%
92895,467,1,0.20%,1,0.20%,111,1,0.90%,1,0.90%,0,,27.4%,32.4%,51.8%,52.1%
92926,479,2,0.40%,2,0.40%,112,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
93004,109,4,3.70%,2,1.80%,116,3,2.60%,3,2.60%,0,,89.6%,86.1%,72.9%,75.2%
93577,339,0,0.00%,0,0.00%,89,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
94097,554,2,0.40%,1,0.20%,123,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
94253,361,0,0.00%,0,0.00%,103,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
94273,377,2,0.50%,2,0.50%,101,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
94318,292,2,0.70%,2,0.70%,75,0,0.00%,0,0.00%,0,,56.1%,66.9%,0.0%,0.0%
94330,561,4,0.70%,3,0.50%,108,3,2.80%,2,1.90%,0,,56.1%,56.4%,73.7%,68.0%
94966,325,0,0.00%,0,0.00%,74,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95022,520,2,0.40%,1,0.20%,125,1,0.80%,1,0.80%,0,,40.7%,32.4%,49.7%,49.9%
95219,157,0,0.00%,0,0.00%,50,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95221,200,1,0.50%,1,0.50%,52,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
95230,427,2,0.50%,1,0.20%,109,2,1.80%,2,1.80%,0,,47.3%,32.4%,64.9%,66.4%
95325,205,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95329,197,0,0.00%,0,0.00%,52,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95354,194,0,0.00%,0,0.00%,54,2,3.70%,1,1.90%,0,,0.0%,0.0%,78.1%,68.0%
95365,436,0,0.00%,0,0.00%,112,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
95413,195,3,1.50%,2,1.00%,52,2,3.80%,2,3.80%,0,,73.6%,74.9%,78.5%,81.2%
95427,199,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95447,278,2,0.70%,1,0.40%,51,0,0.00%,0,0.00%,0,,56.1%,48.4%,0.0%,0.0%
95472,198,4,2.00%,3,1.50%,47,3,6.40%,3,6.40%,0,,79.5%,82.6%,86.6%,88.9%
95587,191,13,6.80%,9,4.70%,49,6,12.20%,5,10.20%,0,,95.5%,95.8%,93.9%,94.2%
95608,189,1,0.50%,1,0.50%,49,3,6.10%,2,4.10%,0,,47.3%,56.4%,86.0%,82.8%
95651,508,3,0.60%,2,0.40%,125,0,0.00%,0,0.00%,0,,52.6%,48.4%,0.0%,0.0%
95775,533,0,0.00%,0,0.00%,127,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95808,520,13,2.50%,7,1.30%,113,2,1.80%,2,1.80%,0,,83.2%,80.4%,64.9%,66.4%
95836,197,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
95935,348,1,0.30%,1,0.30%,88,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
95997,547,3,0.50%,2,0.40%,129,0,0.00%,0,0.00%,0,,47.3%,48.4%,0.0%,0.0%
96069,282,12,4.30%,6,2.10%,50,2,4.00%,2,4.00%,0,,91.4%,88.4%,80.0%,82.5%
96118,444,6,1.40%,2,0.50%,100,1,1.00%,1,1.00%,0,,72.0%,56.4%,55.5%,56.1%
96396,196,1,0.50%,1,0.50%,54,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
96398,195,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
96701,194,0,0.00%,0,0.00%,49,1,2.00%,1,2.00%,0,,0.0%,0.0%,68.5%,70.5%
97036,280,0,0.00%,0,0.00%,74,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
97332,377,3,0.80%,2,0.50%,121,1,0.80%,1,0.80%,0,,59.3%,56.4%,49.7%,49.9%
97421,188,1,0.50%,1,0.50%,54,1,1.90%,1,1.90%,0,,47.3%,56.4%,66.4%,68.0%
97435,189,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
97668,477,2,0.40%,2,0.40%,113,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
97700,338,0,0.00%,0,0.00%,88,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
97722,196,0,0.00%,0,0.00%,48,2,4.20%,2,4.20%,0,,0.0%,0.0%,80.7%,83.2%
97796,198,1,0.50%,1,0.50%,55,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
97844,191,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
97860,216,1,0.50%,0,0.00%,47,0,0.00%,0,0.00%,0,,47.3%,0.0%,0.0%,0.0%
97951,197,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
98071,338,0,0.00%,0,0.00%,88,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
98135,192,2,1.00%,1,0.50%,54,0,0.00%,0,0.00%,0,,64.2%,56.4%,0.0%,0.0%
98146,431,0,0.00%,0,0.00%,109,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
98283,511,1,0.20%,0,0.00%,123,1,0.80%,1,0.80%,0,,27.4%,0.0%,49.7%,49.9%
98466,457,2,0.40%,2,0.40%,122,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
98608,450,2,0.40%,1,0.20%,110,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
98630,510,1,0.20%,0,0.00%,125,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
98882,512,4,0.80%,3,0.60%,125,0,0.00%,0,0.00%,0,,59.3%,62.4%,0.0%,0.0%
99091,370,0,0.00%,0,0.00%,100,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
99307,342,4,1.20%,2,0.60%,88,0,0.00%,0,0.00%,0,,68.9%,62.4%,0.0%,0.0%
99929,193,25,13.00%,19,9.80%,50,7,14.00%,5,10.00%,0,,98.3%,99.0%,95.0%,94.0%
100058,332,7,2.10%,6,1.80%,106,12,11.30%,10,9.40%,0,,80.4%,86.1%,93.1%,93.3%
100617,548,2,0.40%,1,0.20%,116,2,1.70%,2,1.70%,0,,40.7%,32.4%,64.1%,65.7%
100633,279,0,0.00%,0,0.00%,100,5,5.00%,5,5.00%,0,,0.0%,0.0%,83.5%,85.6%
101181,523,8,1.50%,7,1.30%,131,0,0.00%,0,0.00%,0,,73.6%,80.4%,0.0%,0.0%
101612,253,0,0.00%,0,0.00%,67,3,4.50%,3,4.50%,0,,0.0%,0.0%,82.1%,84.3%
101931,338,2,0.60%,2,0.60%,84,1,1.20%,1,1.20%,0,,52.6%,62.4%,59.1%,60.1%
101967,311,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
102861,192,1,0.50%,1,0.50%,124,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
102928,462,8,1.70%,5,1.10%,102,1,1.00%,1,1.00%,0,,76.6%,76.9%,55.5%,56.1%
104830,199,39,19.60%,24,12.10%,53,9,17.00%,7,13.20%,0,,99.5%,99.5%,96.7%,96.3%
104845,580,2,0.30%,1,0.20%,207,2,1.00%,2,1.00%,0,,34.4%,32.4%,55.5%,56.1%
107342,526,9,1.70%,6,1.10%,117,3,2.60%,3,2.60%,0,,76.6%,76.9%,72.9%,75.2%
107985,199,14,7.00%,8,4.00%,59,4,6.80%,2,3.40%,0,,95.7%,94.9%,87.4%,79.4%
108104,460,5,1.10%,2,0.40%,125,0,0.00%,0,0.00%,0,,66.2%,48.4%,0.0%,0.0%
109070,430,4,0.90%,2,0.50%,110,2,1.80%,1,0.90%,0,,61.3%,56.4%,64.9%,52.1%
109265,379,1,0.30%,1,0.30%,110,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
113124,271,1,0.40%,1,0.40%,153,2,1.30%,2,1.30%,0,,40.7%,48.4%,60.6%,61.8%
114705,223,0,0.00%,0,0.00%,52,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
114917,312,25,8.00%,20,6.40%,89,16,18.00%,15,16.90%,0,,96.3%,97.4%,97.0%,97.8%
115049,239,2,0.80%,2,0.80%,66,0,0.00%,0,0.00%,0,,59.3%,70.1%,0.0%,0.0%
118907,452,3,0.70%,3,0.70%,110,1,0.90%,1,0.90%,0,,56.1%,66.9%,51.8%,52.1%
119041,281,1,0.40%,1,0.40%,74,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
121637,165,27,16.40%,19,11.50%,58,24,41.40%,19,32.80%,0,,98.9%,99.3%,99.9%,99.8%
122723,149,4,2.70%,4,2.70%,56,5,8.90%,4,7.10%,0,,84.8%,92.0%,90.8%,90.0%
122909,433,14,3.20%,7,1.60%,104,9,8.70%,9,8.70%,0,,87.1%,84.0%,90.5%,92.4%
125001,190,3,1.60%,0,0.00%,53,4,7.50%,2,3.80%,0,,75.5%,0.0%,88.6%,81.2%
128356,346,1,0.30%,1,0.30%,99,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
128834,460,0,0.00%,0,0.00%,107,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
135191,129,1,0.80%,1,0.80%,70,0,0.00%,0,0.00%,0,,59.3%,70.1%,0.0%,0.0%
136419,190,5,2.60%,3,1.60%,49,1,2.00%,1,2.00%,0,,84.0%,84.0%,68.5%,70.5%
136420,428,7,1.60%,4,0.90%,119,1,0.80%,1,0.80%,0,,75.5%,72.2%,49.7%,49.9%
136654,195,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
136944,528,0,0.00%,0,0.00%,127,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
137058,199,0,0.00%,0,0.00%,50,1,2.00%,1,2.00%,0,,0.0%,0.0%,68.5%,70.5%
137610,519,0,0.00%,0,0.00%,116,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
137876,188,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
138280,196,3,1.50%,2,1.00%,52,1,1.90%,1,1.90%,0,,73.6%,74.9%,66.4%,68.0%
138281,376,3,0.80%,2,0.50%,129,0,0.00%,0,0.00%,0,,59.3%,56.4%,0.0%,0.0%
138500,387,1,0.30%,1,0.30%,106,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
138708,345,5,1.40%,2,0.60%,83,0,0.00%,0,0.00%,0,,72.0%,62.4%,0.0%,0.0%
138997,196,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
139030,352,19,5.40%,12,3.40%,87,5,5.70%,4,4.60%,0,,93.8%,94.0%,85.1%,84.5%
139991,201,5,2.50%,4,2.00%,55,5,9.10%,4,7.30%,0,,83.2%,87.6%,91.0%,90.4%
140942,196,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
141475,278,0,0.00%,0,0.00%,74,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
141870,185,9,4.90%,6,3.20%,53,8,15.10%,7,13.20%,0,,92.9%,93.6%,95.7%,96.3%
144528,281,0,0.00%,0,0.00%,73,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
144529,283,3,1.10%,2,0.70%,69,2,2.90%,2,2.90%,0,,66.2%,66.9%,74.5%,76.8%
146251,444,2,0.50%,0,0.00%,111,0,0.00%,0,0.00%,0,,47.3%,0.0%,0.0%,0.0%
148769,542,17,3.10%,10,1.80%,110,7,6.40%,6,5.50%,0,,86.8%,86.1%,86.6%,86.8%
151922,430,9,2.10%,7,1.60%,105,1,1.00%,1,1.00%,0,,80.4%,84.0%,55.5%,56.1%
155256,352,1,0.30%,1,0.30%,97,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
155937,368,0,0.00%,0,0.00%,104,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
156816,147,32,21.80%,16,10.90%,54,9,16.70%,6,11.10%,0,,99.8%,99.3%,96.5%,94.9%
158632,284,3,1.10%,3,1.10%,50,0,0.00%,0,0.00%,0,,66.2%,76.9%,0.0%,0.0%
159149,160,1,0.60%,0,0.00%,51,0,0.00%,0,0.00%,0,,52.6%,0.0%,0.0%,0.0%
159165,356,1,0.30%,1,0.30%,100,1,1.00%,1,1.00%,0,,34.4%,40.9%,55.5%,56.1%
159766,338,0,0.00%,0,0.00%,89,1,1.10%,1,1.10%,0,,0.0%,0.0%,57.9%,58.9%
160254,350,18,5.10%,14,4.00%,91,26,28.60%,21,23.10%,0,,93.3%,94.9%,99.2%,99.1%
160544,429,2,0.50%,2,0.50%,103,1,1.00%,1,1.00%,0,,47.3%,56.4%,55.5%,56.1%
164676,448,35,7.80%,22,4.90%,107,19,17.80%,17,15.90%,0,,96.1%,96.0%,96.9%,97.4%
165441,193,1,0.50%,1,0.50%,51,7,13.70%,5,9.80%,0,,47.3%,56.4%,94.7%,93.7%
167683,372,1,0.30%,0,0.00%,107,2,1.90%,1,0.90%,0,,34.4%,0.0%,66.4%,52.1%
167825,360,2,0.60%,1,0.30%,100,0,0.00%,0,0.00%,0,,52.6%,40.9%,0.0%,0.0%
168928,138,3,2.20%,2,1.40%,49,1,2.00%,1,2.00%,0,,81.2%,81.7%,68.5%,70.5%
169870,558,13,2.30%,5,0.90%,117,12,10.30%,10,8.50%,0,,81.7%,72.2%,92.3%,92.1%
179617,202,30,14.90%,19,9.40%,45,9,20.00%,7,15.60%,0,,98.7%,98.8%,97.7%,97.4%
181390,203,42,20.70%,25,12.30%,48,5,10.40%,4,8.30%,0,,99.7%,99.5%,92.4%,91.9%
182251,449,0,0.00%,0,0.00%,113,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
185478,459,31,6.80%,20,4.40%,120,19,15.80%,13,10.80%,0,,95.5%,95.4%,96.1%,94.6%
185819,252,7,2.80%,4,1.60%,65,8,12.30%,8,12.30%,0,,85.3%,84.0%,93.9%,95.7%
196225,325,0,0.00%,0,0.00%,78,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
200953,369,55,14.90%,31,8.40%,96,26,27.10%,22,22.90%,0,,98.7%,98.5%,99.0%,99.1%
202020,499,1,0.20%,0,0.00%,125,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
202148,337,1,0.30%,1,0.30%,87,1,1.10%,1,1.10%,0,,34.4%,40.9%,57.9%,58.9%
204177,340,0,0.00%,0,0.00%,90,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
207582,501,5,1.00%,2,0.40%,119,0,0.00%,0,0.00%,0,,64.2%,48.4%,0.0%,0.0%
213713,515,0,0.00%,0,0.00%,126,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
215605,537,1,0.20%,1,0.20%,127,1,0.80%,1,0.80%,0,,27.4%,32.4%,49.7%,49.9%
219151,199,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219402,193,6,3.10%,3,1.60%,54,9,16.70%,8,14.80%,0,,86.8%,84.0%,96.5%,97.0%
219454,200,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219688,380,1,0.30%,0,0.00%,107,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
219700,195,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219720,190,1,0.50%,1,0.50%,54,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
219724,200,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219727,188,1,0.50%,0,0.00%,53,0,0.00%,0,0.00%,0,,47.3%,0.0%,0.0%,0.0%
219930,196,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219931,192,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219936,198,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
219944,193,0,0.00%,0,0.00%,49,1,2.00%,1,2.00%,0,,0.0%,0.0%,68.5%,70.5%
219945,529,2,0.40%,2,0.40%,120,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
220016,198,1,0.50%,1,0.50%,51,2,3.90%,2,3.90%,0,,47.3%,56.4%,79.4%,82.0%
220020,197,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220095,379,0,0.00%,0,0.00%,106,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220107,437,6,1.40%,4,0.90%,110,0,0.00%,0,0.00%,0,,72.0%,72.2%,0.0%,0.0%
220191,384,0,0.00%,0,0.00%,103,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220198,185,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220200,190,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220370,382,0,0.00%,0,0.00%,107,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220726,194,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220989,187,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
220990,196,1,0.50%,1,0.50%,53,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
220996,198,3,1.50%,1,0.50%,53,0,0.00%,0,0.00%,0,,73.6%,56.4%,0.0%,0.0%
221036,196,1,0.50%,1,0.50%,43,2,4.70%,2,4.70%,0,,47.3%,56.4%,82.6%,84.7%
221071,314,0,0.00%,0,0.00%,125,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
221290,198,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
221370,198,0,0.00%,0,0.00%,48,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
221493,312,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
221667,193,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
221714,202,8,4.00%,3,1.50%,53,0,0.00%,0,0.00%,0,,90.6%,82.6%,0.0%,0.0%
221756,378,1,0.30%,1,0.30%,106,1,0.90%,1,0.90%,0,,34.4%,40.9%,51.8%,52.1%
221769,193,0,0.00%,0,0.00%,52,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
221786,473,4,0.80%,2,0.40%,117,1,0.90%,1,0.90%,0,,59.3%,48.4%,51.8%,52.1%
221948,157,0,0.00%,0,0.00%,48,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222035,191,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222171,195,1,0.50%,1,0.50%,52,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
222209,379,0,0.00%,0,0.00%,106,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222268,386,7,1.80%,4,1.00%,120,2,1.70%,2,1.70%,0,,77.7%,74.9%,64.1%,65.7%
222285,283,0,0.00%,0,0.00%,104,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222433,197,0,0.00%,0,0.00%,55,1,1.80%,1,1.80%,0,,0.0%,0.0%,64.9%,66.4%
222436,195,0,0.00%,0,0.00%,50,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222475,196,0,0.00%,0,0.00%,53,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222528,309,2,0.60%,1,0.30%,51,0,0.00%,0,0.00%,0,,52.6%,40.9%,0.0%,0.0%
222588,194,3,1.50%,2,1.00%,55,0,0.00%,0,0.00%,0,,73.6%,74.9%,0.0%,0.0%
222757,534,8,1.50%,4,0.70%,130,12,9.20%,8,6.20%,0,,73.6%,66.9%,91.1%,88.5%
222786,594,0,0.00%,0,0.00%,227,5,2.20%,2,0.90%,0,,0.0%,0.0%,70.7%,52.1%
222793,199,0,0.00%,0,0.00%,53,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222806,190,0,0.00%,0,0.00%,52,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
222942,192,1,0.50%,1,0.50%,53,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
223007,197,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
223026,386,2,0.50%,2,0.50%,101,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
223031,184,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
223042,507,0,0.00%,0,0.00%,121,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
223043,194,1,0.50%,1,0.50%,51,1,2.00%,1,2.00%,0,,47.3%,56.4%,68.5%,70.5%
